name,volume,wall_thickness,manifold,positive_volume,no_intersections,thick_walls
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0083.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0016.stl,,0.009594080177804762,False,True,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0121.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0064.stl,-4757093770.330078,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0119.stl,-304171079.8124652,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0065.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0019.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0050.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0006.stl,-16894.865882159844,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0084.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0124.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0091.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0086.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0044.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0106.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0003.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0060.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0034.stl,-9387.042906488656,,True,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0053.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0057.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0085.stl,,0.07646919145188061,False,True,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0072.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0101.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0023.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0040.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0073.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0041.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0043.stl,-34041751645.135883,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0056.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0109.stl,1.3907750447591144e-07,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0025.stl,-2905590.1971407607,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0078.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0111.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0001.stl,-6396.749798140469,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0074.stl,-6659137372.37841,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0108.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0015.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0105.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0098.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0018.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0066.stl,-1.5129764310587381,0.15751102577788803,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0076.stl,-1.2047924731935684e-08,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0048.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0051.stl,,0.0038428775403451096,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0104.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0081.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0110.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0080.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0052.stl,-0.3618296299176933,0.041483734432453255,False,False,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0008.stl,,0.04890008748371764,False,True,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0038.stl,-20770.184094579075,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0123.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0102.stl,-4.891041116522718,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0103.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0010.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0036.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0069.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0002.stl,-1.4744619126572005,0.028653309541406026,False,False,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0118.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0095.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0059.stl,-2.2303381551127597,0.07261982469112532,False,False,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0075.stl,3.0050675074259437e-07,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0071.stl,-18830518.524824064,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0017.stl,-48.300728187994345,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0114.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0058.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0046.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0032.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0042.stl,-9.701276818911234e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0082.stl,,0.18329846453229495,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0028.stl,-0.05030157850839806,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0112.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0029.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0054.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0030.stl,,0.03810310626549127,False,True,False,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0014.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0093.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0096.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0035.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0022.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0004.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0021.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0039.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0117.stl,,0.006110736222523693,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0120.stl,,0.0455117403562077,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0088.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0062.stl,,0.08766150148561111,True,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0115.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0009.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0024.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0055.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0031.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0047.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0067.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/stairs/train/stl/stairs_0089.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0072.stl,,0.017637984657269474,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0026.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0034.stl,,0.20179121094517294,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0110.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0125.stl,-547131.1449993774,,False,False,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0044.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0073.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0043.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0135.stl,2.017847339175205e-05,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0003.stl,1.5395092608135503e-14,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0065.stl,-6.063298011819521e-13,0.11143696725440105,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0056.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0107.stl,-58459.6045716595,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0024.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0076.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0086.stl,,0.01204721891796764,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0002.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0077.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0085.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0059.stl,-5.6111277358777345,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0035.stl,,0.10955905486738476,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0036.stl,-39.349947728310624,0.008158907628760204,False,False,False,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0093.stl,-1.5158245029548803e-13,0.04352829851739997,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0102.stl,6.176984849541137e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0019.stl,4.850638409455617e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0032.stl,,0.15594059018357442,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0060.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0045.stl,,0.1219089413386213,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0018.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0089.stl,-0.834664020620791,0.18306048295973307,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0069.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0064.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0084.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0001.stl,-5.69950013111035e-11,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0116.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0057.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0012.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0070.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0009.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0063.stl,,0.10677683112587415,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0074.stl,1.2552921665095102e-13,0.11336198895772737,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0083.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0081.stl,,0.10359315626940017,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0133.stl,-3.0316490059097605e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0022.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0091.stl,-6.281197784119286e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0047.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0042.stl,,0.05555326249014449,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0082.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0061.stl,,0.025642684983153762,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0046.stl,,0.11136438533462857,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0040.stl,,0.08585198355680307,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0025.stl,,7.329863159149393e-20,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0068.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0016.stl,-4.736951571734001e-15,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0112.stl,5.305385760342081e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0113.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0098.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0101.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0114.stl,1.8947806286936004e-14,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0130.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0071.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0099.stl,0.0,0.09478737009915203,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0117.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0008.stl,0.0,0.140107371112631,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0020.stl,-4.850638409455617e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0014.stl,-5302.826206488566,0.025605755136560028,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0128.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0038.stl,,0.1673051298592894,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0137.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0124.stl,,0.02106271551325907,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0028.stl,-1.0516032489249483e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0119.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0079.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0118.stl,,0.06021144546258345,False,True,False,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0100.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0095.stl,-4.547473508864641e-13,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0037.stl,-349474.66756085306,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0031.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0104.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0041.stl,-1.5158245029548803e-13,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0021.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0088.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0131.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0048.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0080.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0039.stl,-2.537401423234146e-12,0.013059074873045261,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0029.stl,,0.07696582930779103,False,True,False,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0134.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0006.stl,,0.11617090654944282,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0103.stl,-3.789561257387201e-14,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0121.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0090.stl,7.579122514774402e-14,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0120.stl,3.8805107275644936e-11,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0127.stl,4.1300296516055823e-13,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0007.stl,3.0316490059097606e-13,0.10281650046132426,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0078.stl,,0.18734437819416513,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0129.stl,-1.0658141036401503e-14,0.08895995824216954,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0092.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0010.stl,,0.07029187613188613,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0096.stl,-3.097966327914037e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0050.stl,,0.09322322070311036,True,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0062.stl,,0.016056247624782312,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0004.stl,-2.4253192047278085e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0015.stl,3.656926613378649e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0005.stl,-18392.756804293665,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0053.stl,-271.71832852447966,0.10793922363847316,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0023.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0033.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0138.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0027.stl,-3.808509063674137e-12,0.08157498087349142,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0052.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0087.stl,1.5158245029548803e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0049.stl,,0.0894455495308153,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0108.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0105.stl,1.8947806286936004e-14,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0058.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0067.stl,-5.198064201294983e-13,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0115.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0055.stl,,0.04552605327694461,False,True,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0123.stl,-4.245454757652022,0.04062027504853565,False,False,True,False
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0109.stl,1.5679309702439543e-12,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0111.stl,0.0,,False,False,True,True
/data/csc4801/KedzioraLab/ModelNet40/curtain/train/stl/curtain_0051.stl,-8650.45205222338,,False,False,True,True
